Chromosome	Start	End	Strand	gene	locus_tag
chrXII	215440	218907	-	YLR035C-A	YLR035C-A
chrXII	221521	222132	-	YLR036C	YLR036C
chrXII	222685	223059	-	PAU23	YLR037C
chrXII	224921	225172	-	COX12	YLR038C
chrXII	225426	228596	-	RIC1	YLR039C
chrXII	228908	229582	-	AFB1	YLR040C
chrXII	229966	230451	-	NFG1	YLR042C
chrXII	231702	232013	-	TRX1	YLR043C
chrXII	232390	234081	-	PDC1	YLR044C
chrXII	235037	237703	-	STU2	YLR045C
chrXII	238001	238813	-	YLR046C	YLR046C
chrXII	239347	241407	-	FRE8	YLR047C
chrXII	242232	243349	+	RPS0B	YLR048W
chrXII	243886	245172	-	MLO50	YLR049C
chrXII	245587	246072	-	EMA19	YLR050C
chrXII	246324	246977	-	FCF2	YLR051C
chrXII	247201	247953	+	IES3	YLR052W
chrXII	248100	248426	-	YLR053C	YLR053C
chrXII	248717	250978	-	OSW2	YLR054C
chrXII	251272	253080	-	SPT8	YLR055C
chrXII	253861	254958	+	ERG3	YLR056W
chrXII	255306	257855	+	MNL2	YLR057W
chrXII	257992	259401	-	SHM2	YLR058C
chrXII	259738	260547	-	REX2	YLR059C
chrXII	260979	262766	+	FRS1	YLR060W
chrXII	263194	263948	+	RPL22A	YLR061W
chrXII	264157	265254	+	BMT6	YLR063W
chrXII	265456	266277	+	PER33	YLR064W
chrXII	266373	266918	-	SND2	YLR065C
chrXII	267169	267723	+	SPC3	YLR066W
chrXII	267813	270710	-	PET309	YLR067C
chrXII	271008	271463	+	FYV7	YLR068W
chrXII	271630	273915	-	MEF1	YLR069C
chrXII	274141	275211	-	XYL2	YLR070C
chrXII	275378	278626	-	RGR1	YLR071C
chrXII	278862	280943	+	LAM6	YLR072W
chrXII	281019	281621	-	RFU1	YLR073C
chrXII	281956	282456	-	BUD20	YLR074C
chrXII	282927	283592	+	RPL10	YLR075W
chrXII	283872	285623	+	FMP25	YLR077W
chrXII	285736	286559	-	BOS1	YLR078C
chrXII	286820	287674	+	SIC1	YLR079W
chrXII	287916	289250	+	EMP46	YLR080W
chrXII	290212	291936	+	GAL2	YLR081W
chrXII	292394	293572	-	SRL2	YLR082C
chrXII	294091	296094	-	EMP70	YLR083C
chrXII	296589	300251	-	RAX2	YLR084C
chrXII	300673	301989	-	ARP6	YLR085C
chrXII	302243	306499	+	SMC4	YLR086W
chrXII	306855	315731	-	CSF1	YLR087C
chrXII	316107	317951	+	GAA1	YLR088W
chrXII	318237	320015	-	ALT1	YLR089C
chrXII	320701	322080	+	XDJ1	YLR090W
chrXII	322297	323178	+	GEP5	YLR091W
chrXII	323544	326225	+	SUL2	YLR092W
chrXII	326513	327415	-	NYV1	YLR093C
chrXII	327730	329238	-	GIS3	YLR094C
chrXII	329677	332115	-	IOC2	YLR095C
chrXII	332590	336033	+	KIN2	YLR096W
chrXII	336231	337265	-	HRT3	YLR097C
chrXII	337527	339473	-	CHA4	YLR098C
chrXII	339744	340928	-	ICT1	YLR099C
chrXII	341325	341588	+	MIM2	YLR099W-A
chrXII	341810	342853	+	ERG27	YLR100W
chrXII	342970	343767	-	APC9	YLR102C
chrXII	343989	345941	-	CDC45	YLR103C
chrXII	346585	346980	+	LCL2	YLR104W
chrXII	347047	348180	-	SEN2	YLR105C
chrXII	348427	348510	-	SNR79	YNCL0005C
chrXII	349006	363738	-	REA1	YLR106C
chrXII	364116	365330	+	REX3	YLR107W
chrXII	366235	366346	+	SNR6	YNCL0006W
chrXII	366667	368124	-	YLR108C	YLR108C
chrXII	368781	369311	+	AHP1	YLR109W
chrXII	369697	370098	-	CCW12	YLR110C
chrXII	370391	370723	+	YLR111W	YLR111W
chrXII	370791	371210	+	YLR112W	YLR112W
chrXII	371620	372927	+	HOG1	YLR113W
chrXII	374355	374427	+	YNCL0007W	YNCL0007W
chrXII	374944	377238	-	AVL9	YLR114C
chrXII	377985	380564	+	CFT2	YLR115W
chrXII	380822	382252	+	MSL5	YLR116W
chrXII	382471	384534	-	CLF1	YLR117C
chrXII	384725	385408	-	TML25	YLR118C
chrXII	385534	386175	+	SRN2	YLR119W
chrXII	386511	388220	-	YPS1	YLR120C
chrXII	388744	390270	-	YPS3	YLR121C
chrXII	390954	391331	-	YLR122C	YLR122C
chrXII	393484	393894	+	YLR125W	YLR125W
chrXII	394765	395520	-	YLR126C	YLR126C
chrXII	395758	398319	-	APC2	YLR127C
chrXII	398530	399433	+	DCN1	YLR128W
chrXII	399657	402488	+	DIP2	YLR129W
chrXII	402794	404062	-	ZRT2	YLR130C
chrXII	404510	406822	-	ACE2	YLR131C
chrXII	407283	408155	-	USB1	YLR132C
chrXII	408445	410193	+	CKI1	YLR133W
chrXII	410723	412414	+	PDC5	YLR134W
chrXII	413281	415527	+	SLX4	YLR135W
chrXII	415801	416658	-	TIS11	YLR136C
chrXII	417006	418109	+	RKM5	YLR137W
chrXII	418437	421394	+	NHA1	YLR138W
chrXII	421542	423473	-	SLS1	YLR139C
chrXII	423683	424774	+	RRN5	YLR141W
chrXII	425186	426616	+	PUT1	YLR142W
chrXII	427132	427203	+	YNCL0008W	YNCL0008W
chrXII	427329	429386	+	DPH6	YLR143W
chrXII	429677	432016	-	ACF2	YLR144C
chrXII	432168	432773	+	RMP1	YLR145W
chrXII	432823	433725	-	SPE4	YLR146C
chrXII	433870	434058	+	YLR146W-A	YLR146W-A
chrXII	434158	434463	-	SMD3	YLR147C
chrXII	434641	437397	+	PEP3	YLR148W
chrXII	437631	439823	-	GID11	YLR149C
chrXII	440467	441288	+	STM1	YLR150W
chrXII	441715	442737	-	PCD1	YLR151C
chrXII	442958	444688	-	YLR152C	YLR152C
chrXII	445524	447575	-	ACS2	YLR153C
chrXII	447982	448314	-	RNH203	YLR154C
chrXII	448650	448721	-	YNCL0009C	YNCL0009C
chrXII	451575	458432	-	RDN37-1	YNCL0010C
chrXII	451575	451785	-	ETS2-1	YNCL0011C
chrXII	451786	455181	-	RDN25-1	YNCL0012C
chrXII	454696	455070	+	TAR1	YLR154W-C
chrXII	455182	455413	-	ITS2-1	YNCL0013C
chrXII	455414	455571	-	RDN58-1	YNCL0014C
chrXII	455572	455932	-	ITS1-1	YNCL0015C
chrXII	455933	457732	-	RDN18-1	YNCL0016C
chrXII	457733	458432	-	ETS1-1	YNCL0017C
chrXII	459676	459796	+	RDN5-1	YNCL0018W
chrXII	460712	467569	-	RDN37-2	YNCL0020C
chrXII	460712	460922	-	ETS2-2	YNCL0019C
chrXII	460923	464318	-	RDN25-2	YNCL0021C
chrXII	462522	462671	-	YLR154C-G	YLR154C-G
chrXII	464319	464550	-	ITS2-2	YNCL0022C
chrXII	464551	464708	-	RDN58-2	YNCL0023C
chrXII	464709	465069	-	ITS1-2	YNCL0024C
chrXII	465070	466869	-	RDN18-2	YNCL0025C
chrXII	466870	467569	-	ETS1-2	YNCL0026C
chrXII	468813	468931	+	RDN5-2	YNCL0027W
chrXII	468827	468958	-	YLR154C-H	YLR154C-H
chrXII	469317	470405	-	ASP3-1	YLR155C
chrXII	472113	472457	+	YLR156W	YLR156W
chrXII	472465	472583	+	RDN5-3	YNCL0028W
chrXII	472479	472610	-	YLR156C-A	YLR156C-A
chrXII	472969	474057	-	ASP3-2	YLR157C
chrXII	475764	475976	+	YLR157W-D	YLR157W-D
chrXII	476333	481601	-	YLR157C-B	YLR157C-B
chrXII	480279	481601	-	YLR157C-A	YLR157C-A
chrXII	481873	482037	+	YLR157W-E	YLR157W-E
chrXII	482045	482163	+	RDN5-4	YNCL0029W
chrXII	482059	482190	-	YLR157C-C	YLR157C-C
chrXII	482549	483637	-	ASP3-3	YLR158C
chrXII	485345	485689	+	YLR159W	YLR159W
chrXII	485697	485815	+	RDN5-5	YNCL0030W
chrXII	485711	485842	-	YLR159C-A	YLR159C-A
chrXII	486201	487289	-	ASP3-4	YLR160C
chrXII	488997	489341	+	YLR161W	YLR161W
chrXII	489349	489469	+	RDN5-6	YNCL0031W
chrXII	489573	489929	+	YLR162W	YLR162W
chrXII	490406	490594	+	RRT15	YLR162W-A
chrXII	491866	493254	-	MAS1	YLR163C
chrXII	493883	494389	+	SHH4	YLR164W
chrXII	494494	495258	-	PUS5	YLR165C
chrXII	495429	498044	-	SEC10	YLR166C
chrXII	498947	499405	+	RPS31	YLR167W
chrXII	499578	500270	-	UPS2	YLR168C
chrXII	500579	501049	-	APS1	YLR170C
chrXII	501260	502162	-	DPH5	YLR172C
chrXII	502421	504247	+	TAG1	YLR173W
chrXII	504591	505829	+	IDP2	YLR174W
chrXII	506134	507585	+	CBF5	YLR175W
chrXII	507797	510232	-	RFX1	YLR176C
chrXII	511054	512940	+	YLR177W	YLR177W
chrXII	513162	513821	-	TFS1	YLR178C
chrXII	514108	514713	-	YLR179C	YLR179C
chrXII	515262	516410	+	SAM1	YLR180W
chrXII	516678	517670	-	VTA1	YLR181C
chrXII	517940	520351	+	SWI6	YLR182W
chrXII	520543	522012	-	TOS4	YLR183C
chrXII	522663	523288	+	RPL37A	YLR185W
chrXII	523632	524390	+	EMG1	YLR186W
chrXII	524865	527945	+	SKG3	YLR187W
chrXII	528300	530387	+	MDL1	YLR188W
chrXII	530797	534393	-	ATG26	YLR189C
chrXII	535214	536689	+	MMR1	YLR190W
chrXII	537272	538432	+	PEX13	YLR191W
chrXII	538792	539589	-	HCR1	YLR192C
chrXII	540009	540536	-	UPS1	YLR193C
chrXII	540809	541573	-	NCW2	YLR194C
chrXII	541937	543304	-	NMT1	YLR195C
chrXII	543968	545698	+	PWP1	YLR196W
chrXII	546097	547611	+	NOP56	YLR197W
chrXII	547853	548769	-	PBA1	YLR199C
chrXII	549012	549356	+	YKE2	YLR200W
chrXII	549511	550293	-	COQ9	YLR201C
chrXII	550650	551960	-	MSS51	YLR203C
chrXII	552270	552605	+	QRI5	YLR204W
chrXII	552724	553677	-	HMX1	YLR205C
chrXII	554578	556419	+	ENT2	YLR206W
chrXII	556788	559289	+	HRD3	YLR207W
chrXII	559551	560444	+	SEC13	YLR208W
chrXII	560797	561732	-	PNP1	YLR209C
chrXII	562008	563390	+	CLB4	YLR210W
chrXII	563792	564531	-	ATG38	YLR211C
chrXII	564860	566281	-	TUB4	YLR212C
chrXII	566654	567922	-	CRR1	YLR213C
chrXII	568567	570627	+	FRE1	YLR214W
chrXII	570776	571858	-	CDC123	YLR215C
chrXII	572096	573211	-	CPR6	YLR216C
chrXII	573466	573918	-	COA4	YLR218C
chrXII	574151	576337	+	MSC3	YLR219W
chrXII	576825	577793	+	CCC1	YLR220W
chrXII	578362	579024	-	RSA3	YLR221C
chrXII	579318	581771	-	UTP13	YLR222C
chrXII	582233	585490	-	IFH1	YLR223C
chrXII	586464	587573	+	UCC1	YLR224W
chrXII	587695	588918	-	YLR225C	YLR225C
chrXII	589354	590541	+	BUR2	YLR226W
chrXII	590562	592043	-	ADY4	YLR227C
chrXII	592519	592619	-	YNCL0032C	YNCL0032C
chrXII	593438	598706	+	YLR227W-B	YLR227W-B
chrXII	593438	594760	+	YLR227W-A	YLR227W-A
chrXII	600019	602463	-	ECM22	YLR228C
chrXII	604212	604787	-	CDC42	YLR229C
chrXII	605300	605432	-	YNCL0033C	YNCL0033C
chrXII	605758	607119	-	BNA5	YLR231C
chrXII	607425	609524	-	EST1	YLR233C
chrXII	609783	611753	+	TOP3	YLR234W
chrXII	611794	612117	-	YLR236C	YLR236C
chrXII	612367	614163	+	THI7	YLR237W
chrXII	614755	616191	+	FAR10	YLR238W
chrXII	616332	617318	-	LIP2	YLR239C
chrXII	617533	620160	+	VPS34	YLR240W
chrXII	620473	622821	+	CSC1	YLR241W
chrXII	622918	623883	-	ARV1	YLR242C
chrXII	624203	625021	+	GPN3	YLR243W
chrXII	625168	626331	-	MAP1	YLR244C
chrXII	626502	626930	-	CDD1	YLR245C
chrXII	627118	628197	+	ERF2	YLR246W
chrXII	628383	628497	+	YNCL0034W	YNCL0034W
chrXII	628684	633354	-	IRC20	YLR247C
chrXII	634252	636084	+	RCK2	YLR248W
chrXII	636780	639914	+	YEF3	YLR249W
chrXII	640317	641021	+	SSP120	YLR250W
chrXII	641464	642057	+	SYM1	YLR251W
chrXII	642627	644336	+	CQD2	YLR253W
chrXII	644404	644973	-	NDL1	YLR254C
chrXII	645600	645953	-	YLR255C	YLR255C
chrXII	646415	650923	+	HAP1	YLR256W
chrXII	651117	652439	+	YLR256W-A	YLR256W-A
chrXII	656934	657006	-	YNCL0035C	YNCL0035C
chrXII	658826	659791	+	YLR257W	YLR257W
chrXII	660716	662833	+	GSY2	YLR258W
chrXII	663284	665002	-	HSP60	YLR259C
chrXII	665844	667907	+	LCB5	YLR260W
chrXII	668237	668563	-	VPS63	YLR261C
chrXII	668244	668891	-	YPT6	YLR262C
chrXII	669468	669662	-	TMA7	YLR262C-A
chrXII	670340	672823	+	RED1	YLR263W
chrXII	673131	673334	+	RPS28B	YLR264W
chrXII	673828	673944	-	YLR264C-A	YLR264C-A
chrXII	674427	675455	-	NEJ1	YLR265C
chrXII	675619	677724	-	PDR8	YLR266C
chrXII	678212	679924	+	BOP2	YLR267W
chrXII	680200	680844	+	SEC22	YLR268W
chrXII	681186	682238	+	DCS1	YLR270W
chrXII	682737	683561	+	CMG1	YLR271W
chrXII	683672	687202	-	YCS4	YLR272C
chrXII	687859	687932	-	YNCL0036C	YNCL0036C
chrXII	689083	691029	-	PIG1	YLR273C
chrXII	691555	693882	+	MCM5	YLR274W
chrXII	694378	694800	+	SMD2	YLR275W
chrXII	695046	696830	-	DBP9	YLR276C
chrXII	697156	699495	-	YSH1	YLR277C
chrXII	699999	704024	-	YLR278C	YLR278C
chrXII	704493	704960	-	RSO55	YLR281C
chrXII	705186	706130	+	PUT7	YLR283W
chrXII	706198	707040	-	ECI1	YLR284C
chrXII	707360	708145	+	NNT1	YLR285W
chrXII	708168	708338	-	YLR285C-A	YLR285C-A
chrXII	708448	710136	-	CTS1	YLR286C
chrXII	710991	712058	-	YLR287C	YLR287C
chrXII	712537	713158	-	RPS30A	YLR287C-A
chrXII	713480	714904	-	MEC3	YLR288C
chrXII	715089	717026	+	GUF1	YLR289W
chrXII	717145	717978	-	COQ11	YLR290C
chrXII	718317	719462	-	GCD7	YLR291C
chrXII	719789	720370	-	SEC72	YLR292C
chrXII	720771	721430	-	GSP1	YLR293C
chrXII	721999	722373	-	ATP14	YLR295C
chrXII	722978	723304	+	YLR296W	YLR296W
chrXII	724044	724433	+	YLR297W	YLR297W
chrXII	724721	725416	-	YHC1	YLR298C
chrXII	726069	728051	+	ECM38	YLR299W
chrXII	728955	730301	+	EXG1	YLR300W
chrXII	730825	731559	+	HRI1	YLR301W
chrXII	732090	732190	+	YNCL0037W	YNCL0037W
chrXII	732191	732553	-	YLR302C	YLR302C
chrXII	732542	733876	+	MET17	YLR303W
chrXII	734802	734875	+	YNCL0038W	YNCL0038W
chrXII	735212	737548	-	ACO1	YLR304C
chrXII	738161	743863	-	STT4	YLR305C
chrXII	744151	744851	+	UBC12	YLR306W
chrXII	745620	746525	+	CDA1	YLR307W
chrXII	746848	747111	-	DPA10	YLR307C-A
chrXII	747937	748875	+	CDA2	YLR308W
chrXII	749034	751769	-	IMH1	YLR309C
chrXII	752224	756993	-	CDC25	YLR310C
chrXII	757637	758833	-	ATG39	YLR312C
chrXII	759480	760241	+	MRPL15	YLR312W-A
chrXII	760750	762342	-	SPH1	YLR313C
chrXII	762575	764137	-	CDC3	YLR314C
chrXII	764808	765269	+	NKP2	YLR315W
chrXII	765266	766358	-	TAD3	YLR316C
chrXII	766542	769196	+	EST2	YLR318W
chrXII	769318	771684	-	BUD6	YLR319C
chrXII	771940	776304	+	MMS22	YLR320W
chrXII	776584	777864	-	SFH1	YLR321C
chrXII	778173	778952	-	CWC24	YLR323C
chrXII	779215	780786	+	PEX30	YLR324W
chrXII	781143	781379	-	RPL38	YLR325C
chrXII	782174	782896	+	YLR326W	YLR326W
chrXII	783127	783387	-	TMA10	YLR327C
chrXII	784354	784453	+	YNCL0039W	YNCL0039W
chrXII	784913	786118	+	NMA1	YLR328W
chrXII	786442	787333	+	REC102	YLR329W
chrXII	787664	789679	+	CHS5	YLR330W
chrXII	790669	791046	-	JIP3	YLR331C
chrXII	790676	791806	+	MID2	YLR332W
chrXII	793918	793989	+	YNCL0040W	YNCL0040W
chrXII	794486	794575	-	SNR61	YNCL0041C
chrXII	794697	794794	-	SNR55	YNCL0042C
chrXII	794937	795024	-	SNR57	YNCL0043C
chrXII	795573	795899	-	RPS25B	YLR333C
chrXII	797178	797249	+	YNCL0044W	YNCL0044W
chrXII	797430	799592	+	NUP2	YLR335W
chrXII	799697	802396	-	SGD1	YLR336C
chrXII	802653	805106	-	VRP1	YLR337C
chrXII	805887	806825	+	RPP0	YLR340W
chrXII	807385	808818	+	SPO77	YLR341W
chrXII	809997	815627	+	FKS1	YLR342W
chrXII	815810	815983	+	YLR342W-A	YLR342W-A
chrXII	816094	817761	+	GAS2	YLR343W
chrXII	818609	818680	+	TRR4	YNCL0045W
chrXII	819312	820142	+	RPL26A	YLR344W
chrXII	820511	822040	+	YLR345W	YLR345W
chrXII	822287	822592	-	CIS1	YLR346C
chrXII	823828	826413	-	KAP95	YLR347C
chrXII	826977	827873	-	DIC1	YLR348C
chrXII	828730	829380	+	ORM2	YLR350W
chrXII	829489	830364	-	NIT3	YLR351C
chrXII	831116	833539	+	LUG1	YLR352W
chrXII	834352	836163	+	BUD8	YLR353W
chrXII	836350	837357	-	TAL1	YLR354C
chrXII	838066	839253	-	ILV5	YLR355C
chrXII	840321	840914	+	ATG33	YLR356W
chrXII	841331	844000	+	RSC2	YLR357W
chrXII	843487	844050	-	YLR358C	YLR358C
chrXII	844282	845730	+	ADE13	YLR359W
chrXII	846103	847422	+	VPS38	YLR360W
chrXII	847388	849124	-	DCR2	YLR361C
chrXII	849383	849679	-	YLR361C-A	YLR361C-A
chrXII	849866	852019	+	STE11	YLR362W
chrXII	852495	853151	-	NMD4	YLR363C
chrXII	853461	853718	+	YLR363W-A	YLR363W-A
chrXII	854062	854391	+	GRX8	YLR364W
chrXII	855199	855531	+	YLR365W	YLR365W
chrXII	856442	857317	+	RPS22B	YLR367W
chrXII	856710	856920	+	SNR44	YNCL0046W
chrXII	857540	859336	+	MDM30	YLR368W
chrXII	859552	861525	+	SSQ1	YLR369W
chrXII	861718	862254	-	ARC18	YLR370C
chrXII	862714	866784	+	ROM2	YLR371W
chrXII	867354	868391	+	ELO3	YLR372W
chrXII	868662	871367	-	VID22	YLR373C
chrXII	871697	872728	+	STP3	YLR375W
chrXII	872826	873554	-	PSY3	YLR376C
chrXII	873746	874792	-	FBP1	YLR377C
chrXII	875376	875471	+	YNCL0047W	YNCL0047W
chrXII	875736	877178	-	SEC61	YLR378C
chrXII	877444	877716	+	YLR379W-A	YLR379W-A
chrXII	878282	879508	+	CSR1	YLR380W
chrXII	879723	881924	+	CTF3	YLR381W
chrXII	882067	884751	-	NAM2	YLR382C
chrXII	885288	888632	+	SMC6	YLR383W
chrXII	888851	892900	-	IKI3	YLR384C
chrXII	892992	893390	-	SWC7	YLR385C
chrXII	893628	896270	+	VAC14	YLR386W
chrXII	896374	897672	-	REH1	YLR387C
chrXII	898651	898821	+	RPS29A	YLR388W
chrXII	899180	899382	+	SNR34	YNCL0048W
chrXII	899577	902660	-	STE23	YLR389C
chrXII	903066	903404	+	ECM19	YLR390W
chrXII	903724	904440	+	CCW14	YLR390W-A
chrXII	904749	906305	-	ART10	YLR392C
chrXII	907079	907918	+	ATP10	YLR393W
chrXII	907950	909398	+	CST9	YLR394W
chrXII	909729	909965	-	COX8	YLR395C
chrXII	910235	912310	-	VPS33	YLR396C
chrXII	912550	914892	-	AFG2	YLR397C
chrXII	915156	919019	-	SKI2	YLR398C
chrXII	919536	921596	-	BDF1	YLR399C
chrXII	922442	924448	-	DUS3	YLR401C
chrXII	925568	927619	+	SFP1	YLR403W
chrXII	928743	929600	+	SEI1	YLR404W
chrXII	929789	930892	+	DUS4	YLR405W
chrXII	931065	931755	-	RPL31B	YLR406C
chrXII	932206	932355	-	YLR406C-A	YLR406C-A
chrXII	932967	933653	+	YLR407W	YLR407W
chrXII	933885	934253	-	BLS1	YLR408C
chrXII	934414	937233	-	UTP21	YLR409C
chrXII	937541	940981	+	VIP1	YLR410W
chrXII	941483	946796	+	YLR410W-B	YLR410W-B
chrXII	941483	942799	+	YLR410W-A	YLR410W-A
chrXII	947253	947978	+	CTR3	YLR411W
chrXII	948368	949192	+	BER1	YLR412W
chrXII	950267	950473	-	YLR412C-A	YLR412C-A
chrXII	951156	953183	+	INA1	YLR413W
chrXII	953353	954144	-	PUN1	YLR414C
chrXII	954259	954597	-	YLR415C	YLR415C
chrXII	955010	956710	+	VPS36	YLR417W
chrXII	956914	958095	-	CDC73	YLR418C
chrXII	958428	962735	+	YLR419W	YLR419W
chrXII	962972	963055	-	YNCL0049C	YNCL0049C
chrXII	963785	964879	+	URA4	YLR420W
chrXII	965090	965560	-	RPN13	YLR421C
chrXII	965897	971695	+	DCK1	YLR422W
chrXII	971917	973170	-	ATG17	YLR423C
chrXII	973395	975521	+	SPP382	YLR424W
chrXII	975983	976056	-	YNCL0050C	YNCL0050C
chrXII	982894	986817	+	TUS1	YLR425W
chrXII	987062	988113	+	TDA5	YLR426W
chrXII	988428	990440	+	MAG2	YLR427W
chrXII	990777	992732	+	CRN1	YLR429W
chrXII	993434	1000129	+	SEN1	YLR430W
chrXII	1000342	1001703	-	ATG23	YLR431C
chrXII	1002557	1004128	+	IMD3	YLR432W
chrXII	1004347	1006008	-	CNA1	YLR433C
chrXII	1006378	1006995	+	TSR2	YLR435W
chrXII	1007421	1011245	-	ECM30	YLR436C
chrXII	1011622	1012023	-	DIF1	YLR437C
chrXII	1012501	1013775	+	CAR2	YLR438W
chrXII	1013909	1014178	-	LSM3	YLR438C-A
chrXII	1014491	1015450	+	MRPL4	YLR439W
chrXII	1015568	1017697	-	SEC39	YLR440C
chrXII	1018141	1018908	-	RPS1A	YLR441C
chrXII	1019315	1022251	-	SIR3	YLR442C
chrXII	1022625	1023971	+	ECM7	YLR443W
chrXII	1024189	1024837	+	GMC2	YLR445W
chrXII	1025214	1026515	+	YLR446W	YLR446W
chrXII	1026856	1027893	-	VMA6	YLR447C
chrXII	1028854	1029768	+	RPL6B	YLR448W
chrXII	1030834	1032012	+	FPR4	YLR449W
chrXII	1032627	1035764	+	HMG2	YLR450W
chrXII	1036093	1038753	+	LEU3	YLR451W
chrXII	1039270	1041366	-	SST2	YLR452C
chrXII	1041799	1042986	-	RIF2	YLR453C
chrXII	1043998	1051884	+	FMP27	YLR454W
chrXII	1052071	1052144	-	YNCL0051C	YNCL0051C
chrXII	1053629	1054543	+	PDP3	YLR455W
chrXII	1055070	1055684	+	YLR456W	YLR456W
chrXII	1055812	1056771	-	NBP1	YLR457C
chrXII	1057334	1058518	+	GAB1	YLR459W
chrXII	1059757	1060887	-	YLR460C	YLR460C
chrXII	1062919	1063281	+	PAU4	YLR461W
chrXII	1065956	1066564	+	YLR462W	YLR462W
chrXII	1066572	1067501	+	YLR464W	YLR464W
chrXII	1067087	1071235	+	YRF1-4	YLR466W
chrXII	1072508	1077898	+	YRF1-5	YLR467W
chrXIII	461	4684	-	YML133C	YML133C
chrXIII	7244	8383	+	COS3	YML132W
chrXIII	10198	11295	+	YML131W	YML131W
chrXIII	11483	13174	-	ERO1	YML130C
chrXIII	14541	14753	-	COX14	YML129C
chrXIII	15135	16676	-	MSC1	YML128C
chrXIII	17064	18809	+	RSC9	YML127W
chrXIII	19060	20535	-	ERG13	YML126C
chrXIII	20761	21699	-	PGA3	YML125C
chrXIII	22048	23683	-	TUB3	YML124C
chrXIII	23564	26578	+	YNCM0001W	YNCM0001W
chrXIII	24037	25800	-	PHO84	YML123C
chrXIII	26038	26418	-	YML122C	YML122C
chrXIII	26930	27862	+	GTR1	YML121W
chrXIII	28266	29807	-	NDI1	YML120C
chrXIII	30611	31684	+	YML119W	YML119W
chrXIII	32334	33851	+	NGL3	YML118W
chrXIII	34243	37647	+	NAB6	YML117W
chrXIII	38196	39824	+	ATR1	YML116W
chrXIII	40187	41794	-	VAN1	YML115C
chrXIII	42043	43575	-	TAF8	YML114C
chrXIII	44045	44791	+	DAT1	YML113W
chrXIII	45063	45953	+	CTK3	YML112W
chrXIII	46942	49704	+	BUL2	YML111W
chrXIII	50031	50954	-	COQ5	YML110C
chrXIII	51640	54468	+	ZDS2	YML109W
chrXIII	54793	55110	+	YML108W	YML108W
chrXIII	55265	56269	-	PML39	YML107C
chrXIII	56773	57453	+	URA5	YML106W
chrXIII	57866	58687	-	SEC65	YML105C
chrXIII	58939	62322	-	MDM1	YML104C
chrXIII	62582	67549	-	NUP188	YML103C
chrXIII	67768	67938	-	SNR85	YNCM0002C
chrXIII	68294	69700	+	CAC2	YML102W
chrXIII	69735	70088	-	CUE4	YML101C
chrXIII	70138	70311	+	YML100W-A	YML100W-A
chrXIII	70624	73920	+	TSL1	YML100W
chrXIII	74398	77040	-	ARG81	YML099C
chrXIII	77267	77770	+	TAF13	YML098W
chrXIII	78335	79690	-	VPS9	YML097C
chrXIII	79909	81486	+	YML096W	YML096W
chrXIII	81481	82113	-	RAD10	YML095C
chrXIII	82275	82849	+	GIM5	YML094W
chrXIII	83090	85789	+	UTP14	YML093W
chrXIII	85987	86739	-	PRE8	YML092C
chrXIII	87123	90731	-	RPM2	YML091C
chrXIII	91970	92027	+	ZOD1	YNCM0003W
chrXIII	92235	94241	+	UFO1	YML088W
chrXIII	94431	95369	-	AIM33	YML087C
chrXIII	95791	97371	-	ALO1	YML086C
chrXIII	97941	99400	-	TUB1	YML085C
chrXIII	99794	101050	-	YML083C	YML083C
chrXIII	101862	103811	+	YML082W	YML082W
chrXIII	103983	104162	-	ATP18	YML081C-A
chrXIII	104777	108532	+	TDA9	YML081W
chrXIII	108806	110077	+	DUS1	YML080W
chrXIII	110247	110852	+	YML079W	YML079W
chrXIII	111002	111550	+	CPR3	YML078W
chrXIII	111865	112344	+	BET5	YML077W
chrXIII	112513	115347	-	WAR1	YML076C
chrXIII	115734	118898	-	HMG1	YML075C
chrXIII	120089	121324	-	FPR3	YML074C
chrXIII	123227	124172	-	RPL6A	YML073C
chrXIII	124730	129367	-	TCB3	YML072C
chrXIII	129749	131572	-	COG8	YML071C
chrXIII	131825	131896	-	YNCM0004C	YNCM0004C
chrXIII	133475	135229	+	DAK1	YML070W
chrXIII	135500	137158	+	POB3	YML069W
chrXIII	137550	138944	+	ITT1	YML068W
chrXIII	139063	140214	-	ERV41	YML067C
chrXIII	140424	141533	-	SMA2	YML066C
chrXIII	142210	144954	+	ORC1	YML065W
chrXIII	145139	145876	-	TEM1	YML064C
chrXIII	146482	147249	+	RPS1B	YML063W
chrXIII	147505	148683	-	MFT1	YML062C
chrXIII	148953	151532	-	PIF1	YML061C
chrXIII	151871	153001	+	OGG1	YML060W
chrXIII	153219	158258	-	NTE1	YML059C
chrXIII	158760	158966	+	HUG1	YML058W-A
chrXIII	159383	159697	+	SML1	YML058W
chrXIII	160180	161994	+	CMP2	YML057W
chrXIII	162194	164176	-	IMD4	YML056C
chrXIII	163535	163620	-	SNR54	YNCM0005C
chrXIII	164790	165326	+	SPC2	YML055W
chrXIII	165533	167308	-	CYB2	YML054C
chrXIII	167623	167781	-	YML054C-A	YML054C-A
chrXIII	168795	168883	+	SUP5	YNCM0006W
chrXIII	169116	169754	-	YML053C	YML053C
chrXIII	170402	171310	+	SUR7	YML052W
chrXIII	171594	172901	+	GAL80	YML051W
chrXIII	173139	174074	+	AIM32	YML050W
chrXIII	174220	178305	-	RSE1	YML049C
chrXIII	178426	179637	+	GSF2	YML048W
